customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01361,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),85.54,4900.55,No
C01362,Male,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,72.83,4062.78,No
C01363,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),102.12,1511.36,No
C01364,Male,0,No,No,11,No,No phone service,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,30.63,305.29,No
C01365,Female,0,Yes,No,21,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),31.11,625.52,No
C01366,Female,0,Yes,Yes,16,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),74.24,1163.95,No
C01367,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.58,991.55,No
C01368,Female,0,No,No,64,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.91,3819.86,No
C01369,Female,0,No,Yes,21,No,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.02,956.05,No
C01370,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,79.28,3255.12,No
C01371,Male,1,No,No,13,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,111.98,1496.85,No
C01372,Male,1,Yes,Yes,63,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,102.53,6816.17,Yes
C01373,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),118.54,4782.7,No
C01374,Female,1,No,Yes,28,Yes,No,No,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,20.28,523.62,No
C01375,Male,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,29.4,977.11,No
C01376,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.56,3895.25,No
C01377,Female,1,Yes,Yes,6,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,No,Credit card (automatic),100.88,603.98,No
C01378,Male,0,Yes,Yes,28,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),46.81,1064.9,No
C01379,Male,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,42.16,428.53,No
C01380,Male,0,Yes,No,32,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.48,2553.48,No
C01381,Female,0,No,No,5,Yes,No phone service,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,23.69,111.4,No
C01382,Female,0,Yes,Yes,31,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),55.31,1797.43,No
C01383,Male,0,Yes,Yes,50,No,No phone service,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,69.09,3231.22,No
C01384,Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.6,3591.95,No
C01385,Male,0,Yes,Yes,25,Yes,No phone service,No,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),91.59,2508.44,No
C01386,Male,0,Yes,No,45,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.84,2584.61,No
C01387,Male,1,No,Yes,28,No,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.88,2306.86,No
C01388,Female,0,No,No,3,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,77.12,213.65,No
C01389,Female,1,No,No,12,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),73.31,752.3,No
C01390,Female,0,No,Yes,38,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.69,3401.21,No
C01391,Female,0,No,Yes,14,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),44.2,593.87,No
C01392,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,26.55,784.81,No
C01393,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.05,759.47,No
C01394,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),40.68,1135.71,No
C01395,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,68.52,75.07,No
C01396,Male,0,Yes,No,46,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.88,4526.85,No
C01397,Male,0,No,No,21,No,No,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),88.83,1571.08,No
C01398,Female,1,No,No,26,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),97.69,2199.34,No
C01399,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,53.45,3332.21,No
C01400,Male,0,Yes,No,55,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.87,2631.53,No
C01401,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,57.76,1084.46,No
C01402,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),37.38,1591.69,No
C01403,Male,1,No,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,24.18,1449.84,Yes
C01404,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,77.68,352.08,No
C01405,Male,1,No,No,18,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.91,2323.51,No
C01406,Male,1,No,Yes,56,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.85,1667.12,No
C01407,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),22.72,1509.88,No
C01408,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),96.73,159.97,No
C01409,Male,0,No,Yes,0,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,One year,No,Mailed check,43.51,0.0,No
C01410,Male,0,Yes,No,57,Yes,No,No,No,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),101.79,6373.1,Yes
C01411,Female,0,Yes,No,37,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,No,Electronic check,89.1,3447.5,No
C01412,Female,0,No,No,14,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,113.51,1536.24,No
C01413,Female,0,No,Yes,33,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.3,1850.1,No
C01414,Female,1,No,No,60,No,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,Yes,Electronic check,84.86,5348.77,No
C01415,Male,0,No,No,34,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,2386.71,No
C01416,Female,1,No,No,63,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,81.69,5644.45,No
C01417,Male,0,No,No,24,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),63.41,1398.51,No
C01418,Female,0,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.05,935.04,No
C01419,Male,0,No,Yes,11,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,69.3,645.5,No
C01420,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),71.39,1063.22,No
C01421,Male,1,Yes,Yes,14,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.87,1155.88,No
C01422,Female,1,No,Yes,26,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),92.29,2115.25,No
C01423,Female,0,Yes,Yes,71,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,85.04,6221.28,No
C01424,Male,1,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),29.45,1834.64,No
C01425,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,90.78,4222.64,No
C01426,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.53,1084.77,No
C01427,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.3,5373.62,No
C01428,Male,0,No,No,7,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),110.91,786.16,No
C01429,Female,0,Yes,Yes,26,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),23.57,562.11,No
C01430,Female,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,100.88,4777.44,No
C01431,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),21.81,1072.06,No
C01432,Male,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,No,Electronic check,55.08,3891.62,No
C01433,Female,0,Yes,No,2,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,No,Electronic check,72.77,139.83,No
C01434,Female,1,Yes,No,63,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,32.96,2212.63,Yes
C01435,Male,0,No,Yes,43,No,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),93.38,3515.85,No
C01436,Male,0,No,No,52,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,18.84,895.76,No
C01437,Female,0,Yes,Yes,23,No,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,35.03,832.51,No
C01438,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,76.66,4286.95,No
C01439,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),90.15,192.34,No
C01440,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,110.58,1899.15,No
C01441,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),89.26,3658.41,No
C01442,Male,1,Yes,Yes,14,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.85,1281.97,No
C01443,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.83,1303.69,No
C01444,Female,0,No,No,70,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Mailed check,18.13,1211.78,No
C01445,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),30.14,433.93,No
C01446,Female,0,No,Yes,8,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),71.99,508.54,No
C01447,Female,0,Yes,No,37,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.19,3178.78,No
C01448,Male,0,Yes,No,47,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,60.16,2363.67,No
C01449,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),91.8,5761.65,No
C01450,Female,0,Yes,No,62,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),70.71,4532.03,No
C01451,Female,1,Yes,No,1,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),25.49,21.85,Yes
C01452,Male,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,37.39,2676.47,No
C01453,Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.84,1008.64,No
C01454,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),91.22,4915.64,No
C01455,Female,0,Yes,No,71,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),108.37,6786.05,No
C01456,Female,0,Yes,No,20,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),29.87,551.22,No
C01457,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),118.01,2025.78,No
C01458,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,39.15,2445.77,No
C01459,Female,0,Yes,No,37,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),19.19,681.39,No
C01460,Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,118.74,3793.29,No
C01461,Male,0,Yes,No,10,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),46.39,476.6,No
C01462,Male,0,No,Yes,44,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.47,3705.62,No
C01463,Female,1,No,Yes,32,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.84,1188.28,No
C01464,Female,0,No,Yes,40,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),76.6,2758.45,Yes
C01465,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),109.31,814.43,No
C01466,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),50.34,495.58,No
C01467,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,4485.15,No
C01468,Male,0,No,No,40,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.98,1425.78,No
C01469,Female,0,No,Yes,16,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),81.1,1123.11,No
C01470,Male,0,Yes,Yes,45,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.98,2251.91,No
C01471,Male,1,Yes,No,31,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.33,1111.13,No
C01472,Female,0,Yes,No,53,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),49.63,2654.72,No
C01473,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,36.06,645.91,No
C01474,Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,109.09,3668.33,No
C01475,Female,1,No,No,39,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.12,2274.44,No
C01476,Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),42.77,1332.98,No
C01477,Female,1,Yes,No,1,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),63.29,54.76,No
C01478,Female,1,Yes,Yes,32,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,50.37,1765.41,Yes
C01479,Male,0,No,No,29,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,93.19,2844.4,No
C01480,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),116.09,3851.22,No
C01481,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,62.24,1398.94,No
C01482,Male,1,No,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.96,2117.51,Yes
C01483,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,75.15,4108.71,No
C01484,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.88,1205.35,No
C01485,Female,1,No,Yes,45,Yes,No phone service,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.75,3331.82,No
C01486,Male,0,No,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),69.86,944.7,No
C01487,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.71,3580.15,No
C01488,Male,1,Yes,Yes,48,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,107.86,4747.87,No
C01489,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,62.48,3559.72,No
C01490,Male,0,No,Yes,66,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,109.02,7646.44,No
C01491,Male,0,Yes,Yes,5,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,93.82,390.56,No
C01492,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,67.35,559.02,No
C01493,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),78.93,335.94,No
C01494,Female,0,No,No,72,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),50.88,2971.03,No
C01495,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,117.34,3112.54,No
C01496,Female,0,Yes,Yes,40,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),85.4,3516.82,No
C01497,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),22.43,144.69,No
C01498,Female,0,Yes,Yes,71,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.99,3843.87,No
C01499,Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),80.95,3797.62,No
C01500,Female,0,Yes,No,61,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),23.69,1165.72,No
C01501,Male,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,No,Mailed check,20.41,1263.7,No
C01502,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,63.45,317.15,Yes
C01503,Male,1,No,No,3,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,51.6,160.5,No
C01504,Female,0,Yes,Yes,5,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,62.27,264.78,No
C01505,Male,0,Yes,Yes,57,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,44.53,2293.61,No
C01506,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),34.64,748.09,No
C01507,Male,1,Yes,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),87.6,2378.93,No
C01508,Female,0,No,No,2,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.97,127.55,No
C01509,Male,1,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),38.22,1603.44,No
C01510,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),50.28,2543.01,No
C01511,Male,0,Yes,No,13,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,77.77,1053.63,No
C01512,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,25.3,277.53,No
C01513,Male,0,No,No,11,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,32.89,310.35,No
C01514,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,25.4,271.5,No
C01515,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.04,2015.68,No
C01516,Female,0,Yes,No,44,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.99,3783.58,No
C01517,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.08,1458.21,No
C01518,Male,0,No,Yes,54,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.35,4845.72,No
C01519,Male,0,No,No,44,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),85.61,4137.31,No
C01520,Female,0,No,No,7,Yes,Yes,No,No,No internet service,No,Yes,Yes,No internet service,One year,No,Mailed check,66.18,372.28,No
C01521,Female,1,No,No,52,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Mailed check,82.87,4146.68,No
C01522,Female,0,No,Yes,54,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.87,1148.03,No
C01523,Male,0,No,No,31,No,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),80.77,2689.81,No
C01524,Male,0,Yes,No,50,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,96.57,4595.77,No
C01525,Female,0,Yes,No,43,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,68.54,2838.5,No
C01526,Male,0,Yes,Yes,69,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,54.11,3515.16,No
C01527,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),46.02,688.98,No
C01528,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.92,1422.33,No
C01529,Female,0,No,No,36,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,87.97,2921.79,No
C01530,Female,0,Yes,No,55,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.97,4754.64,No
C01531,Male,0,No,Yes,58,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.58,2943.35,Yes
C01532,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,95.75,170.85,No
C01533,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,No,Mailed check,74.7,1936.39,No
C01534,Male,0,No,Yes,34,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),107.17,3061.83,No
C01535,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,71.31,4619.99,No
