gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,0.05239573326269064,1,1,1,0,1,2,2,2,2,1,1,2,-1.6591765470808901,-0.8851601197565323,1
0,0,1,1,-1.66643378896382,0,2,0,0,1,2,2,2,1,0,1,1,0.5523671230131328,-1.254468082438589,0
1,0,0,0,-1.4277074664323604,1,2,2,0,0,2,2,0,0,0,1,3,0.42938876004996074,-1.0770094325285393,0
1,1,0,0,-0.13858532476247723,1,0,1,1,2,0,1,0,1,2,0,0,-0.6450356491436934,-0.45221669079956406,0
1,0,1,0,-0.9502548213694407,1,0,1,2,1,0,1,2,1,0,0,2,-1.4242430917842976,-1.0734173793960695,0
0,0,1,1,0.29112205579415046,1,1,1,2,1,0,1,0,1,1,1,2,-1.4066747542181304,-0.6938047142902397,0
1,0,1,1,1.055046287894822,1,2,1,2,2,0,2,0,0,1,1,1,1.489345126542065,2.3668041572306993,0
0,0,0,1,0.6730841718444862,1,2,0,2,1,1,1,1,1,1,0,2,0.6753454859763054,0.8987488797393286,0
0,0,0,0,0.8163199653633622,0,2,0,0,1,1,0,1,2,0,0,2,-1.28059609639034,-0.4754864599983454,0
0,0,1,1,-0.6160379698253969,1,1,2,1,0,2,2,0,2,1,0,3,-0.4817534529404897,-0.7255214209333446,0
0,0,1,1,-0.5682927053191049,1,1,2,0,1,1,1,2,2,1,1,1,0.33844677735450557,-0.2413070460933888,0
0,0,0,1,1.6279894619703257,1,2,2,2,2,2,1,0,0,1,1,2,1.1841383209808025,2.6072528263684203,0
1,0,0,0,0.7208294363507782,1,2,0,1,1,2,2,1,1,1,0,1,-1.5709903820428732,-0.7157499138964227,0
0,0,1,0,1.5802441974640336,1,1,1,2,0,0,1,0,1,2,1,3,-0.8996043052495318,0.34523594235780214,0
1,0,1,0,-0.1863305892687692,1,1,1,0,0,0,0,1,0,2,0,2,1.3725673533081282,0.5658778060197629,0
0,0,1,1,0.5775936428319023,1,0,1,0,2,1,0,1,1,0,1,2,-1.6908684501414277,-0.8163947526018124,0
1,0,0,1,-0.37731164729393707,1,0,1,0,0,1,2,2,2,2,1,0,-1.0222381910055243,-0.7217273148121733,0
1,0,1,0,1.2460273459199898,1,0,0,2,1,1,1,0,1,0,1,3,1.613701398333956,2.6643776963407295,0
0,1,0,0,-0.7115284988379809,1,2,0,1,2,2,0,1,1,0,1,3,0.41113146806943374,-0.3557307761116122,0
1,0,1,0,-0.520547440812813,1,2,0,1,1,2,1,0,1,0,1,2,-0.8124515718330539,-0.7433918852673822,0
1,0,1,1,-0.42505691180022903,1,2,1,0,2,0,0,2,1,0,1,3,-1.4896937611484513,-0.9800296105348728,0
0,0,1,1,0.5775936428319023,1,1,0,1,0,1,0,2,1,0,1,0,-1.6247288263629147,-0.8204077494607436,0
0,0,1,0,1.6279894619703257,1,0,2,2,0,0,0,2,1,2,1,2,-0.871357174260792,0.36848326122450525,0
0,0,1,0,0.5775936428319023,1,1,0,1,1,1,2,2,0,0,1,0,1.3439757451122085,1.765634777430733,0
1,0,1,1,-0.8070190278505648,1,1,1,2,0,1,1,0,2,2,0,1,-0.27575608304699667,-0.7056023637971954,0
1,1,0,0,1.2460273459199898,1,1,2,0,1,0,2,1,0,2,0,2,0.7831668518235684,1.3907647449763676,0
1,0,0,0,1.150536816907406,0,2,1,0,0,2,0,0,0,0,0,1,1.4721212661830771,2.534019843130191,0
0,0,1,0,0.5775936428319023,0,2,0,0,0,1,2,0,2,0,0,3,-0.3033142596213769,0.37832211925766107,0
1,0,0,0,1.6279894619703257,1,1,0,1,1,0,2,1,0,0,0,2,-1.0573748661378592,0.2641565680583341,0
0,0,0,1,-1.7141790534701122,1,0,1,2,0,1,1,2,2,2,1,1,0.07629962269071251,-1.2961695742733563,0
0,0,0,1,-1.1412358793946085,1,2,0,0,2,2,2,0,2,2,1,2,1.4366401138435625,-0.5141739947516496,0
1,1,0,1,0.6730841718444862,1,2,2,2,0,0,1,2,2,0,0,1,1.0756280007191796,0.944682259170787,0
1,0,1,0,0.9118104943759461,1,1,1,0,2,2,0,1,2,0,0,3,-1.4938274876346083,-0.6629467328491159,0
0,0,1,0,1.1982820814136979,1,2,1,2,2,1,2,1,1,0,1,1,0.6867132338132372,1.1963560943474756,0
0,0,1,1,-0.23407585377506118,1,0,1,0,2,2,0,1,2,2,0,0,0.26679551826111675,0.04014715458468263,0
1,0,1,0,-0.3295663827876451,1,1,2,2,2,1,0,2,0,0,1,3,1.4342287733933043,0.1688605209705128,0
0,0,1,1,-0.37731164729393707,1,2,1,2,2,1,2,2,0,1,0,2,-1.2967865251277884,-0.8432846378481611,0
0,0,0,0,0.5775936428319023,1,1,1,2,0,1,0,1,1,1,0,2,0.1352052251184503,-0.23633991012114536,0
1,0,0,0,0.38661258480673444,1,1,2,1,0,0,2,2,1,0,1,2,1.3370862009686133,1.06030708195518,0
0,0,1,0,-0.3295663827876451,1,0,2,0,1,2,1,2,1,1,0,0,-0.296424715477782,-0.27007714665126453,0
1,0,1,1,-0.9980000858757326,1,0,0,2,1,2,0,1,0,1,0,1,-0.04598978585810019,-0.8183703818246709,0
1,0,1,1,0.14788626227527457,1,2,0,1,1,0,1,2,1,0,0,1,-1.4776370588971595,-0.7981482452054696,0
1,0,1,0,-0.8547642923568568,1,1,0,1,1,0,0,0,0,2,1,3,-0.7552683554412146,-0.8155191896507729,0
0,0,0,0,-0.9025095568631487,0,2,0,1,2,2,1,1,1,0,0,3,-0.5937085452739098,-0.9041362629454082,0
1,0,0,1,-1.7141790534701122,1,2,2,2,0,1,0,1,1,0,1,3,1.5654745893287905,-1.2961695742733563,0
1,0,0,1,0.48210311381931836,1,2,0,2,2,2,1,1,2,0,1,3,-0.7394224039109462,-0.040359736246798006,0
1,1,0,1,1.3892631394388657,0,0,1,1,1,1,0,2,2,0,1,3,-0.11936343098738822,1.2463698216340986,0
1,1,1,0,0.05239573326269064,1,1,0,0,2,1,2,1,0,2,0,1,0.6126506342695899,0.597656251076082,1
1,1,1,1,0.6730841718444862,1,1,2,2,1,2,0,2,2,2,1,3,-1.158651165048707,-0.431882302519973,0
1,0,1,0,1.2460273459199898,1,0,2,2,1,0,0,2,2,1,1,3,-0.03048831153501164,0.983543783997695,0
0,0,0,1,-1.5709432599512363,1,0,1,0,1,0,2,0,2,0,0,1,0.8465506579446433,-1.167832250949832,0
0,1,1,0,-1.7141790534701122,1,2,1,2,1,1,1,2,2,2,1,1,1.2929931184496049,-1.2961695742733563,0
0,0,1,1,-1.3799622019260684,1,2,1,0,0,2,1,0,2,0,0,3,0.4559135050028017,-1.0317720133914972,0
0,0,1,1,-0.37731164729393707,1,0,1,0,1,2,0,0,2,0,0,3,0.6047276585044554,-0.09321343054128,0
1,1,0,1,0.8640652298696541,1,0,0,2,0,0,0,0,2,2,0,2,-1.283696391254958,-0.30590226406463195,0
0,0,1,1,-1.6186885244575282,1,1,1,1,0,2,2,0,0,1,0,3,1.567541452571869,-1.1809544700493857,0
0,0,0,1,-0.23407585377506118,1,1,1,2,1,0,2,0,2,0,1,2,-1.2616498499954536,-0.767178012103956,0
0,0,0,1,-1.2844716729134844,1,1,1,1,0,1,2,2,2,0,0,1,0.9722848385652534,-0.8440535617218303,0
1,0,0,1,-0.13858532476247723,1,0,1,2,1,2,1,2,1,1,1,3,-0.8014283012033018,-0.518989590982367,0
1,0,1,0,0.8640652298696541,1,2,2,1,1,2,2,0,0,1,0,3,1.5251707560887595,2.416368877875764,0
1,0,1,0,-0.23407585377506118,1,1,1,0,1,0,0,2,0,0,0,2,0.782133420202029,0.1068190282731348,0
0,0,1,0,0.6253389073381943,1,0,1,1,1,1,2,2,1,0,1,3,0.8999446250575052,1.2622814944943364,0
1,0,0,1,-1.4277074664323604,1,0,2,1,0,1,2,0,0,0,1,0,-0.9609212481275282,-1.1710594861860353,0
1,0,0,0,-1.3799622019260684,1,2,1,2,2,0,0,1,0,1,1,3,-0.18136932827974392,-1.0944196650549791,0
1,0,1,0,1.3415178749325738,1,1,0,0,2,1,1,2,0,0,0,2,0.4266329423925228,1.4381966840740281,0
0,0,0,0,0.959555758882238,1,1,1,1,1,2,1,2,2,2,0,2,0.9560944098278049,1.8463773967490318,0
1,0,0,1,1.4370084039451576,1,0,1,1,1,2,2,1,2,0,0,2,-1.3612037628704028,-0.42030915633379673,0
0,0,1,1,1.055046287894822,1,1,0,2,1,0,2,2,2,0,1,1,1.625413623378068,1.7822087350872697,0
0,0,1,1,1.6757347264766176,1,2,1,0,2,1,0,2,1,0,1,3,1.3742897393440268,2.3421368548600667,0
1,0,0,1,0.8163199653633622,1,1,2,1,2,1,1,1,1,0,0,0,-0.7821375776012355,0.0911711468148132,0
1,0,1,1,1.4370084039451576,1,2,1,2,1,2,2,0,2,0,1,0,1.139700761254614,2.5132925740392356,0
1,0,1,0,0.6730841718444862,0,0,1,0,0,0,2,0,2,0,0,1,0.08043334917686923,0.6178559373632053,0
1,0,0,0,-1.3799622019260684,1,2,0,1,0,0,2,2,0,0,1,3,-0.11626313612277031,-1.057331716462228,0
0,0,0,1,-0.13858532476247723,1,2,2,1,2,2,0,2,1,1,0,2,-0.6288452204062449,-0.3132547478201561,0
0,1,0,0,-0.09084006025618527,1,2,1,1,0,2,2,0,1,0,1,1,0.2984874213216542,0.2110110194468387,0
0,1,1,0,-0.23407585377506118,1,2,1,1,0,1,0,0,0,2,1,2,0.8165811409200046,0.36921850960005764,0
0,0,1,0,0.4343578493130264,1,0,1,1,1,0,1,2,1,0,1,0,-0.2933244206131641,0.2726876942479499,0
1,0,0,0,-0.9980000858757326,1,2,0,0,0,2,0,1,2,0,0,3,0.46624782121819425,-0.6145438168890845,0
0,0,0,1,1.4847536684514497,1,0,0,1,1,0,1,1,2,0,0,0,0.7101376839014603,1.8280747635224943,0
0,0,1,1,0.00465046875639867,1,1,0,1,1,0,0,0,1,2,0,1,0.751130471555851,0.6264768648811331,0
1,0,0,0,0.8163199653633622,0,1,0,1,1,1,2,0,1,0,0,3,-1.5420542966397737,-0.5507511982896278,0
0,0,1,1,-1.0934906148883166,1,1,1,1,1,2,2,2,2,1,0,0,1.2681907595326625,-0.6788078924621781,0
1,0,0,0,0.8640652298696541,1,1,1,2,0,1,1,1,1,0,0,2,-0.12866431558124145,0.2925169500557874,0
1,0,1,1,0.5298483783256103,1,0,1,0,2,2,2,1,1,0,0,0,-0.8100402313827957,-0.019441639333180345,0
1,0,1,0,-1.4277074664323604,1,0,1,0,0,2,2,2,0,0,0,3,-0.8816914904761846,-1.1700099331613916,0
0,0,1,1,-1.4277074664323604,1,1,0,0,2,0,2,1,1,0,0,1,-0.04254501378630285,-1.0573373290452475,0
1,0,1,0,-0.1863305892687692,1,2,1,1,2,2,1,1,2,0,0,2,1.362577514299915,0.47476313328145714,0
1,0,0,1,-0.6637832343316888,1,1,0,0,1,0,0,1,1,1,0,0,-0.40665742177530323,-0.7161203443757087,0
1,1,0,0,-0.8547642923568568,1,1,1,1,0,2,0,1,1,2,1,1,0.8854765823559554,-0.5158633822405143,0
0,0,1,0,-0.8547642923568568,1,1,1,1,2,2,1,1,2,1,1,0,-1.386006121787345,-1.0584710708151832,0
0,0,1,0,-0.0430947957498933,1,0,0,2,2,0,1,0,2,0,1,0,-0.06665841828888576,-0.16039043670148578,0
1,1,1,0,-0.37731164729393707,0,1,1,1,0,1,2,2,1,1,1,3,1.727378876703275,0.46150059960641604,0
0,1,0,0,1.1027915524011138,1,1,2,0,2,0,0,0,1,1,0,1,0.9574723186565242,1.9096592702937156,0
0,0,0,1,-1.66643378896382,1,1,1,1,0,2,1,0,1,0,0,3,-0.990546287944987,-1.272018629540516,1
0,0,0,1,-1.7141790534701122,1,0,1,0,1,1,0,1,1,0,1,0,0.021872223956311377,-1.2961695742733563,0
0,0,0,0,0.48210311381931836,0,1,0,1,2,2,1,2,1,0,1,0,-0.9099386214649244,-0.2699873453229529,0
0,0,1,0,1.5324989329577416,1,1,1,2,1,1,1,0,1,0,0,0,-0.29780262430650095,0.8712528355268757,1
1,1,0,1,-0.8070190278505648,1,2,2,1,2,1,2,1,0,2,1,2,0.9912310849601402,-0.30340466462096144,0
0,0,1,0,-1.2367264084071925,1,1,1,0,1,2,0,1,2,0,1,1,0.9602281363139622,-0.7820232941904915,0
0,0,0,1,-1.66643378896382,1,0,0,2,2,2,0,1,1,0,1,1,-0.9292293450669907,-1.2776817258071755,0
0,0,0,0,1.4370084039451576,1,2,1,1,0,1,1,2,2,0,1,1,1.4855558772630877,1.9995335621847152,0
0,0,0,1,-1.1889811439009006,1,1,0,2,1,1,1,0,0,0,1,2,0.338791254561685,-0.8975807659786507,0
1,0,0,0,-0.8070190278505648,1,0,2,1,0,2,1,0,2,2,0,0,-0.4011457864604273,-0.7969527650223194,0
1,0,0,0,-1.5231979954449444,1,2,2,2,2,2,1,2,2,0,1,1,0.023594609992210053,-1.1401678292467945,0
0,0,1,0,0.00465046875639867,1,0,1,1,1,0,2,2,2,2,0,2,0.38219538266633424,0.08084960664198167,0
1,0,1,0,0.05239573326269064,1,2,2,0,1,2,2,1,0,0,1,2,0.22511377619236617,0.35789231706673874,0
0,0,1,0,-1.3322169374197765,1,0,0,1,2,0,1,1,1,2,1,3,-0.03048831153501164,-0.9710663154527566,0
0,0,0,0,0.7685747008570701,1,2,0,0,2,2,2,0,0,1,1,2,0.033928926207602586,0.9044400389210855,0
1,0,0,1,0.3388673203004424,1,1,0,1,2,0,0,1,0,0,1,0,-1.1090464472148225,-0.3610346670650246,0
1,0,1,0,-0.6160379698253969,1,1,1,1,0,2,0,1,0,1,1,2,1.104908563329459,-0.15713513855018502,0
0,0,0,1,-0.3295663827876451,1,1,1,0,1,1,1,2,2,2,1,2,0.16207444727847117,-0.1682536655117832,0
0,0,0,0,1.055046287894822,1,1,1,0,1,0,2,0,0,0,0,3,-1.2668170081031502,-0.4290760110102309,0
1,1,1,1,-1.0934906148883166,1,2,0,0,0,2,2,1,0,2,0,2,0.9426597987477945,-0.5711080369012969,0
0,0,0,0,-1.3322169374197765,1,2,2,0,1,0,1,1,2,0,1,2,1.5213815068097822,-0.7589611905634311,0
0,1,0,1,0.14788626227527457,1,2,0,1,0,0,2,1,2,1,0,0,1.5730530878867455,1.330002921207432,0
1,0,1,1,1.3892631394388657,1,2,0,1,0,0,0,2,2,0,0,1,-0.43903827925020006,0.5790561509495117,0
1,0,0,0,-0.5682927053191049,1,2,0,1,2,0,0,0,0,1,1,2,-1.2513155337800612,-0.8575181483855728,0
1,0,0,0,1.7234799909829095,1,2,0,0,0,2,0,2,2,2,1,1,0.08077782638404916,1.0616933899609922,0
0,0,1,0,-0.7115284988379809,0,1,0,1,1,0,0,1,1,0,1,3,-1.331234245845764,-1.0150577411594732,0
0,1,1,0,-1.5709432599512363,0,2,1,1,1,2,1,0,1,2,1,3,1.5265486649174782,-1.1021201289577114,0
1,0,0,1,-0.520547440812813,1,0,1,2,2,0,2,1,2,1,1,3,-1.08424408829788,-0.8205761269513282,0
1,0,1,0,1.00730102338853,1,0,1,2,1,1,2,0,0,2,1,1,-0.8434545204792318,0.23383178200406116,0
0,0,0,0,-0.37731164729393707,1,0,1,0,0,2,0,2,0,0,1,1,-0.3081369405218935,-0.5264487138152614,0
0,0,0,1,0.00465046875639867,1,2,2,0,1,2,2,2,1,0,0,0,-0.3897780386234952,-0.08558593021780123,0
0,0,0,0,1.5802441974640336,0,1,0,2,0,2,0,1,0,1,0,1,1.041869234415564,2.296012647605946,0
1,0,0,0,-0.9025095568631487,1,0,0,1,1,2,1,1,1,2,0,2,-0.1352093825176567,-0.6552182060312862,0
1,0,1,1,0.2433767912878585,1,2,0,1,1,0,1,1,2,0,0,2,-1.1286816480240685,-0.44839452176329536,1
0,0,1,0,0.19563152678156653,1,2,1,0,2,1,1,2,1,1,0,1,-0.7931608482309876,-0.2105781540617131,0
0,0,1,0,0.05239573326269064,0,1,0,1,0,1,0,2,0,0,1,2,0.04839696890915233,-0.014064784800514572,0
0,0,1,1,-0.13858532476247723,1,2,1,1,2,1,0,0,1,2,0,3,-1.2099782689184906,-0.6352542482309811,0
0,0,0,0,-0.9502548213694407,1,2,1,2,2,1,1,0,0,2,1,3,0.40527535554737787,-0.6904259393125103,0
1,0,1,0,0.00465046875639867,1,0,1,2,2,2,2,0,1,0,1,3,0.2454379314159718,-0.04425486886231978,0
1,0,0,0,-0.5682927053191049,1,0,1,0,2,1,2,2,2,0,1,0,0.7635316510143226,-0.16708624824373042,0
1,0,0,1,-0.472802176306521,0,0,1,0,0,1,2,0,1,2,0,1,1.5396387987903088,0.42834145912730376,0
1,0,0,0,0.959555758882238,1,0,2,2,0,1,0,1,2,0,0,1,1.451108156545112,1.9648926997884595,1
1,0,0,1,-0.28182111828135314,1,0,0,1,1,2,0,1,2,2,1,3,1.5685748841934082,0.7090323485147255,0
0,0,0,1,-1.4754527309386523,1,2,1,2,1,2,0,2,2,0,0,3,-0.871357174260792,-1.1740173174373034,0
1,1,1,0,0.14788626227527457,1,2,0,2,2,0,2,2,0,2,1,0,-1.2650946220672512,-0.7052094829858315,0
1,0,0,1,-1.1889811439009006,0,1,1,0,0,0,1,0,2,0,1,0,-0.6712159168893546,-0.9711841796961658,0
1,0,1,0,0.7685747008570701,1,0,2,1,1,1,2,2,0,0,1,1,1.3911691224958351,1.2924771911391613,0
0,1,0,0,1.6279894619703257,1,0,0,0,2,2,1,2,2,2,0,1,1.6591723896816841,3.585475533417332,0
0,1,0,0,-1.2844716729134844,1,0,1,0,2,2,1,1,1,1,1,1,1.2668128507039438,-0.8243590079064604,0
1,0,0,1,0.38661258480673444,1,0,2,2,1,0,0,0,1,0,0,1,-1.3401906532324377,-0.613202409547428,0
1,0,0,0,-0.9502548213694407,1,0,1,2,0,1,2,2,2,1,1,0,1.573397565093925,-0.35005084209589415,0
1,0,0,1,-0.520547440812813,1,2,0,0,1,2,1,0,1,0,1,2,-0.2499202925085151,-0.5701763481200625,0
1,0,1,1,1.1982820814136979,1,2,2,2,1,0,0,2,1,1,0,3,-1.690523972934248,-0.7077407579276188,0
0,0,0,1,0.4343578493130264,1,0,0,2,0,0,0,0,0,0,1,2,-0.1837806687300022,0.06192958928330058,0
1,0,1,0,1.2937726104262819,1,2,0,1,1,1,2,1,0,0,0,3,-1.562722929070559,-0.6064729225070664,0
1,0,1,1,-1.66643378896382,0,0,2,1,2,1,0,1,1,0,1,0,0.16930846862924628,-1.2611246058996972,0
1,0,1,1,0.8163199653633622,1,1,0,0,1,2,2,1,2,0,1,2,-0.5451372590615646,0.17356947812385992,0
1,0,1,1,1.3415178749325738,1,0,2,1,0,2,0,1,2,0,1,3,-0.07561482567555955,1.1612213246455045,1
0,0,1,1,0.6730841718444862,1,1,0,0,0,0,2,1,0,2,1,1,0.4104425136550744,0.8811590445562653,0
1,1,0,1,0.7685747008570701,1,1,2,1,1,2,0,0,1,2,1,0,1.2998826625932,1.999943280745138,0
1,0,0,1,-0.0430947957498933,1,0,1,2,1,1,1,2,0,0,1,1,0.579925299587513,0.35556309511365275,0
1,0,0,0,-0.520547440812813,1,0,1,2,1,2,2,1,2,0,0,3,-0.21271675413310143,-0.42255980212460986,0
1,1,0,1,-0.37731164729393707,1,0,1,0,2,2,1,2,0,2,0,0,1.1279885362105027,0.28774625448922586,0
1,1,1,0,-0.7592737633442728,1,0,0,1,0,2,2,0,1,2,1,0,1.4276837064568886,-0.1475263964208282,0
0,0,0,0,-1.2367264084071925,0,2,0,2,2,1,2,2,2,0,1,3,-1.306087409721642,-1.1260802458678894,0
0,1,0,0,0.14788626227527457,1,2,1,0,2,2,2,2,1,0,0,2,0.12797120376767568,-0.007251109014860888,0
1,0,0,1,-1.2367264084071925,1,1,2,1,2,2,0,2,2,1,1,0,-0.7328773369745306,-1.0186329565428847,0
0,0,1,0,-0.0430947957498933,1,0,1,2,0,1,1,2,1,2,1,3,-1.5592781569987615,-0.8343662434302007,0
1,0,1,0,1.055046287894822,1,2,2,1,0,1,0,1,1,1,0,0,0.6030052724685567,1.1357850984012026,0
1,0,1,1,0.10014099776898261,1,2,2,0,2,2,2,1,0,0,0,0,1.278869552955235,1.0144298283539162,0
1,0,1,1,0.8163199653633622,1,2,1,0,0,2,1,2,2,0,0,2,-1.1562398245984487,-0.47246127775084346,0
1,0,1,0,0.8640652298696541,1,1,2,0,0,1,1,2,1,0,1,2,1.10353065450074,1.3273088813580796,0
1,0,0,0,-0.6160379698253969,1,2,0,2,0,0,2,0,2,0,1,0,1.2461442182731581,-0.19390316991082565,0
1,0,1,0,-0.7115284988379809,1,0,1,0,1,0,0,0,0,2,0,3,1.4583421778958867,0.04877369468562996,0
0,0,0,1,1.5324989329577416,1,2,1,1,0,1,1,2,1,0,0,3,-0.8000503923745829,0.45901422532878466,0
1,0,0,1,0.9118104943759461,1,0,0,2,0,0,1,1,2,1,0,2,1.4221720711420127,2.226596220820966,0
0,0,0,1,-0.1863305892687692,1,2,2,0,0,0,1,1,0,0,1,1,-0.6071431563539204,-0.5709396594107122,0
0,0,1,0,-0.0430947957498933,0,0,0,0,2,1,0,1,1,0,1,0,0.19893350844670515,0.08142209010996904,0
0,0,0,1,-0.8070190278505648,1,1,1,2,1,0,1,1,2,0,1,3,-1.54722145474747,-1.0470101762893966,0
1,0,0,1,1.1982820814136979,1,2,0,0,1,1,2,2,0,1,1,3,-1.5703014276285137,-0.6460247950453712,0
1,0,1,1,1.7234799909829095,1,2,1,1,2,0,0,1,0,2,0,1,0.7835113290307483,2.352929852006535,0
1,0,0,0,-0.520547440812813,1,1,1,2,0,2,2,0,1,1,0,3,-0.17654664737922732,-0.5679537652443467,0
1,0,1,1,1.3892631394388657,1,1,1,1,0,2,1,1,1,0,1,1,-0.8310533410207607,0.07188069897684599,0
1,1,1,0,1.7234799909829095,1,1,1,1,1,1,2,2,1,2,0,3,-1.0604751610024772,0.12216944283142414,0
0,0,1,0,1.7234799909829095,1,0,1,0,0,1,2,0,2,0,0,1,0.6081724305762533,2.1522014328977037,1
0,0,0,1,0.14788626227527457,1,0,1,2,1,0,0,0,0,0,1,3,-1.7215269215804259,-0.9629841959046995,0
1,0,0,1,-0.9502548213694407,1,2,0,0,2,1,0,0,0,1,1,0,1.0811396360340562,-0.5324710153951678,0
0,0,0,1,-1.7141790534701122,1,0,1,1,1,0,0,2,1,2,0,0,-1.4473230646653412,-1.2961695742733563,0
0,1,1,0,1.150536816907406,1,2,2,0,1,1,1,1,0,2,0,0,-1.0566859117234997,-0.20016681256057,1
1,0,0,0,0.29112205579415046,0,1,1,0,1,1,0,0,1,0,0,3,-0.379099245200923,-0.12971767050000488,0
1,0,0,0,0.2433767912878585,0,2,1,1,1,1,0,2,1,0,0,1,-0.035999946849887596,0.11938560165375998,0
1,0,1,0,-0.5682927053191049,1,1,0,0,1,2,2,1,0,0,0,0,-0.48795404266972525,-0.5736000237619477,0
0,0,0,1,0.10014099776898261,1,1,0,1,2,2,2,0,0,1,0,2,-0.6071431563539204,-0.29517661791439764,0
0,0,0,1,-0.09084006025618527,1,2,2,2,0,0,2,1,2,0,0,0,1.630925258692944,0.977409230757399,0
0,0,1,0,-1.6186885244575282,0,0,2,1,0,1,0,2,1,2,1,3,0.5093074721156635,-1.2017603153026135,0
0,1,1,0,0.3388673203004424,1,0,0,2,1,1,0,2,0,1,1,0,-1.6412637323075427,-0.8842172058092589,0
0,0,0,0,0.6730841718444862,1,2,1,1,0,2,1,2,1,0,0,1,-0.22615136521311188,0.10867118066956467,0
0,0,0,0,-1.1889811439009006,1,0,1,1,1,2,2,0,0,0,0,1,1.3215847266455243,-0.5977678062438465,0
0,0,1,1,-0.8547642923568568,1,1,1,0,0,2,1,2,1,0,1,1,-0.6739717345467926,-0.8928661962422839,0
1,0,1,1,0.3388673203004424,1,1,1,2,0,0,0,1,1,0,0,2,-1.3939290975524794,-0.7346643186720843,0
0,0,1,1,1.055046287894822,1,0,1,1,0,1,1,0,1,0,0,2,0.9157905765877736,1.1878867065710739,1
1,0,0,1,0.5775936428319023,1,0,2,0,0,0,0,1,1,1,0,3,0.3856401547381316,0.8132411774374877,0
1,0,1,0,1.150536816907406,1,1,2,0,2,2,0,2,1,0,0,0,0.2612838829462403,1.1853161435481503,0
0,0,0,0,-0.9502548213694407,1,2,2,2,1,2,1,2,2,2,0,1,-1.5365426613248978,-1.0657505909914542,0
0,0,1,1,0.959555758882238,1,0,1,0,1,0,2,1,0,2,0,2,-1.2340916734210734,-0.21756581992097088,0
1,0,0,1,0.8640652298696541,0,0,0,0,2,2,1,0,0,0,0,3,0.4431678483371506,0.9670091144222948,0
0,0,1,1,0.48210311381931836,1,2,1,1,2,1,2,2,2,0,1,2,-0.9998471725388403,-0.37864133999714644,0
1,1,1,1,-1.1889811439009006,1,1,1,2,2,1,2,0,2,0,1,1,0.03082863134298468,-0.9179319920073002,0
0,0,0,1,1.1982820814136979,1,2,2,2,2,1,0,2,2,0,1,1,0.17275324070104364,0.8183991412323937,0
0,0,1,1,-1.3799622019260684,1,2,2,2,2,2,1,1,2,1,1,1,-0.7366665862535079,-1.1420199816432242,0
1,0,1,0,-0.7592737633442728,0,2,1,2,1,2,2,1,1,1,0,3,1.5768423371657228,-0.22362740958201371,0
1,0,0,0,1.5802441974640336,1,0,0,0,2,0,0,0,2,1,1,1,1.2082517254833853,2.0343820901526923,0
1,0,0,1,1.6757347264766176,1,1,0,2,1,2,2,0,2,0,0,2,0.790400873174343,1.8651234240341092,0
1,0,1,1,-0.5682927053191049,1,1,1,0,1,2,2,0,2,0,1,1,-1.4514567911514984,-0.9852100246618567,0
0,0,1,0,-1.1889811439009006,1,0,0,0,0,1,2,2,2,0,1,3,-1.3536252643124482,-1.103169681982355,0
1,1,0,0,-1.0457453503820247,1,2,2,0,0,2,0,1,1,0,0,1,-0.00844177027550734,-0.7777465059296448,0
1,0,0,1,1.055046287894822,1,0,1,0,0,2,2,2,2,0,0,0,-1.1638183231564034,-0.0745964926656513,0
1,0,0,0,-0.520547440812813,1,2,2,2,2,1,0,0,0,0,1,0,1.6805299765268285,0.19805717783786933,0
0,0,0,0,-0.520547440812813,1,2,0,0,2,0,0,2,0,1,0,3,-1.171396821714358,-0.8488859957016063,0
0,0,1,0,0.48210311381931836,0,2,0,1,0,1,2,0,1,0,1,2,-0.027043539463213803,0.2614344652938841,0
1,0,1,0,-0.23407585377506118,1,2,1,1,2,2,2,2,1,1,0,2,-0.4559176624020081,-0.48137967216880373,0
0,0,1,0,-1.2844716729134844,1,0,2,1,0,2,0,2,0,1,1,0,0.501728973557709,-0.9445412481026745,0
1,1,0,0,-0.9980000858757326,1,2,1,1,1,0,2,0,1,2,1,0,-1.2740510294539247,-1.0131101748517124,0
0,0,0,0,1.6279894619703257,1,0,2,0,1,0,1,2,0,0,1,3,-0.22580688800593218,1.3503878227341983,0
1,0,1,0,-0.9502548213694407,0,2,1,1,1,1,2,0,1,0,0,1,-0.7669805804853264,-0.9619627057951533,0
1,0,0,0,-0.6637832343316888,1,0,2,1,1,1,2,1,1,0,1,2,1.365677809164533,-0.17272689417831197,0
0,0,0,0,-0.520547440812813,1,1,0,0,0,0,1,0,2,0,0,3,-1.5816691754654455,-1.0086930720153784,0
1,0,1,1,-1.4277074664323604,1,0,1,2,1,1,0,0,0,0,0,0,1.4562753146528087,-0.9782840972158132,0
1,0,1,1,-1.0934906148883166,1,1,0,2,1,1,0,1,1,2,1,3,1.1751819135941288,-0.6186802905744445,0
